Run,TrainR2Score,TestR2Score,BestSolution,BestSolutionSimplified,IterationOfBestSolution,Time,SympyEquivalence
10,0.993156290628157,0.9844052178387591,((((x0 * x0) * cos(x0)) * ((cos(x0) * (cos(x0) * cos(x0))) * cos(sin((x0 / x0))))) - cos(x0)),x0**2*cos(x0)**4*cos(sin(1)) - cos(x0),12,00:00:32.71,False
11,0.8442763758526318,0.8285140474627605,sin(((sin(x0) + (-0.762 - x0)) + (-0.762 - x0))),-sin(2*x0 - sin(x0) + 1.524),728,00:00:09.29,False
12,0.8499044101086674,0.7730691856989356,cos((((x0 / x0) - -0.539) / cos(cos(sin(x0))))),cos(1.539/cos(cos(sin(x0)))),308,00:00:09.84,False
13,0.7916793688250942,0.7636483771876013,cos(((((0.658 - 0.658) - sin(0.658)) - cos(x0)) - cos(log(cos(x0))))),cos(cos(x0) + cos(log(cos(x0))) + 0.611535642330467),463,00:00:08.82,False
14,0.7509604097470385,0.7955239272285808,sin(((x0 - x0) - cos(((x0 - x0) - x0)))),-sin(cos(x0)),186,00:00:11.63,False
15,0.8989804890506726,0.8380163306834004,log(cos((cos(x0) / cos(cos(cos(x0)))))),log(cos(cos(x0)/cos(cos(cos(x0))))),542,00:00:07.59,False
16,0.808841963112136,0.8545808745405006,cos(((sin(sin(sin(x0))) - x0) / (sin(x0) - x0))),cos((x0 - sin(sin(sin(x0))))/(x0 - sin(x0))),790,00:00:08.78,False
17,0.9332852801314788,0.9349659806336373,(((sin(((x0 - x0) - (x0 + x0))) / ((x0 + x0) * x0)) * x0)**((x0 / x0))),-sin(2*x0)/(2*x0),747,00:00:21.44,False
18,0.7842588994136466,0.8539596103030228,sin(((-0.974 + -0.625) + x0)),sin(x0 - 1.599),731,00:00:07.66,False
19,0.8812007046855629,0.893035657969753,sin(((cos(cos(x0)) - cos(cos(cos(0.605)))) - cos(x0))),-sin(cos(x0) - cos(cos(x0)) + 0.777327634530562),55,00:00:08.20,False
20,0.9345902304699882,0.9303659634600016,(cos(cos((cos(x0)**(((x0 / x0) / cos(x0)))))) - ((x0 / x0) / cos((cos(x0)**(((x0 / x0) / cos(x0))))))),cos(cos(cos(x0)**(1/cos(x0)))) - 1/cos(cos(x0)**(1/cos(x0))),990,00:00:18.26,False
21,0.9235082179244413,0.9281735355389584,sin(((0.391 + 0.391) - (((x0 / x0) * (cos(x0) * cos(x0))) + 0.977))),-sin(cos(x0)**2 + 0.195),592,00:00:10.24,False
22,0.9919865159866814,0.9853824328796907,(cos(sin(x0)) * (sin((sin(sin(x0)) - sin(sin(x0)))) - cos(sin(sin(x0))))),-cos(sin(x0))*cos(sin(sin(x0))),590,00:00:32.22,False
23,0.9993790102557774,0.9994756829699225,((((x0 - x0) + (x0 * x0)) - (cos(x0) + (x0 * x0))) - (cos(x0) - cos(((x0 - x0) - (x0 * x0))))),-2*cos(x0) + cos(x0**2),460,00:00:20.52,False
24,0.8961936982851002,0.8884686979898172,sin(((cos(x0) / -0.766) * cos(cos(cos(x0))))),-sin(1.30548302872063*cos(x0)*cos(cos(cos(x0)))),26,00:00:08.75,False
25,0.9759556404809284,0.963652428094849,(log(((sin(x0) / x0) - ((x0 - x0) - (x0 - x0)))) - (((x0 / x0) - ((x0 - x0) - (x0 - x0))) - (sin(x0) * sin(x0)))),log(sin(x0)/x0) - cos(x0)**2,641,00:00:27.90,False
26,0.782652673612062,0.854040830900022,sin(((((x0 / 0.301) / 0.301) / x0) - x0)),-sin(x0 - 11.0374057681483),436,00:00:09.63,False
27,0.9981970733325286,0.9985601716436047,(sin((cos(x0) * ((x0 - x0)**((x0 / x0))))) - cos(sin((x0 / -0.665)))),-cos(sin(1.50375939849624*x0)),582,00:00:27.79,False
28,0.8901477163269279,0.8151629645193026,log((-0.176 + cos(cos(x0)))),log(cos(cos(x0)) - 0.176),92,00:00:08.71,False
29,0.9058413707688737,0.8877358314816772,sin((cos(x0) / (-0.339 - cos(cos(x0))))),-sin(cos(x0)/(cos(cos(x0)) + 0.339)),662,00:00:08.30,False
